movieId,reviewCount,positiveReviewCount,negativeReviewCount,positiveReviewRatio,negativeReviewRatio,meanSentimentScore,medianSentimentScore,sentimentReliability,adjustedSentimentScore,sentimentStd,meanPositiveProb,meanNegativeProb,meanSentimentConfidence
57,1,1,0,1.0,0.0,0.9995981121849683,0.9995981121849683,0.16666666666666666,0.16659968536416137,0.0,0.9997990926106771,0.00020098042570882373,0.9997990926106771
58,2,2,0,1.0,0.0,0.9977684929939702,0.9977684929939702,0.2857142857142857,0.28507671228399145,0.0005909542028259891,0.9988842500562531,0.001115757062282985,0.9988842500562531
61,1,0,1,0.0,1.0,-0.9976105156280242,-0.9976105156280242,0.16666666666666666,-0.16626841927133734,0.0,0.0011947734047704777,0.9988052890327946,0.9988052890327946
62,2,2,0,1.0,0.0,0.7577099159042927,0.7577099159042927,0.2857142857142857,0.21648854740122647,0.3411061256277303,0.8788549734293049,0.12114505752501216,0.8788549734293049
69,2,1,1,0.5,0.5,0.0010822181836702138,0.0010822181836702138,0.2857142857142857,0.0003092051953343468,1.41198155325948,0.5005411223308183,0.4994589041471481,0.9992108788490295
70,4,3,1,0.75,0.25,0.45935775671552637,0.914736073620644,0.4444444444444444,0.20415900298467837,0.9696064815569272,0.7296788774607716,0.27032112074524534,0.9775472979189254
71,1,1,0,1.0,0.0,0.9981586549781326,0.9981586549781326,0.16666666666666666,0.16635977582968875,0.0,0.9990793211847289,0.0009206662065962441,0.9990793211847289
76,1,0,1,0.0,1.0,-0.9815695706535787,-0.9815695706535787,0.16666666666666666,-0.16359492844226312,0.0,0.009215197843663833,0.9907847684972426,0.9907847684972426
92,1,0,1,0.0,1.0,-0.9891568058187311,-0.9891568058187311,0.16666666666666666,-0.16485946763645518,0.0,0.005421607711098411,0.9945784135298296,0.9945784135298296
95,1,1,0,1.0,0.0,0.999643917260475,0.999643917260475,0.16666666666666666,0.16660731954341249,0.0,0.9998219807942709,0.00017806353379589643,0.9998219807942709
97,3,3,0,1.0,0.0,0.9931430436591892,0.9926189563491128,0.375,0.37242864137219595,0.0058385709240104874,0.9965715423919862,0.003428498732796912,0.9965715423919862
100,3,2,1,0.6666666666666666,0.3333333333333333,0.33431266980782137,0.9989851585170566,0.375,0.12536725117793301,1.1513161617643997,0.6671563393002952,0.33284366949247385,0.9988605797054935
101,2,0,2,0.0,1.0,-0.9375014869173348,-0.9375014869173348,0.2857142857142857,-0.2678575676906671,0.050203460749963305,0.031249242470332946,0.9687507293876677,0.9687507293876677
103,1,0,1,0.0,1.0,-0.9974103245665045,-0.9974103245665045,0.16666666666666666,-0.1662350540944174,0.0,0.0012948101057725795,0.9987051346722771,0.9987051346722771
104,3,1,2,0.3333333333333333,0.6666666666666666,-0.33977154038908547,-0.974681094288826,0.375,-0.12741432764590704,1.1209025308355949,0.33011421925081935,0.6698857596399049,0.9880385865135498
105,2,2,0,1.0,0.0,0.9871664198375143,0.9871664198375143,0.2857142857142857,0.2820475485250041,0.01768676394193804,0.9935831988889172,0.006416779051402967,0.9935831988889172
107,2,2,0,1.0,0.0,0.9997218050569997,0.9997218050569997,0.2857142857142857,0.28563480144485703,5.889122576709354e-05,0.9998609048348885,0.00013909977788887458,0.9998609048348885
110,4,4,0,1.0,0.0,0.9973429079453294,0.9985065154949143,0.4444444444444444,0.44326351464236863,0.0031048389929618572,0.998671455919639,0.0013285479743095356,0.998671455919639
111,4,3,1,0.75,0.25,0.4990143294953372,0.9949997051560961,0.4444444444444444,0.22178414644237207,0.9947762538638504,0.7495071712890379,0.25049284179370074,0.9977938313494364
112,1,1,0,1.0,0.0,0.4115900194664697,0.4115900194664697,0.16666666666666666,0.06859833657774494,0.0,0.7057950097332348,0.2942049902667651,0.7057950097332348
113,1,0,1,0.0,1.0,-0.9991146468867858,-0.9991146468867858,0.16666666666666666,-0.16651910781446427,0.0,0.00044266657815093086,0.9995573134649367,0.9995573134649367
123,4,2,2,0.5,0.5,0.22079782769730813,0.4421008950312064,0.4444444444444444,0.09813236786547028,0.9568759364399065,0.6103989034000081,0.3896010757027,0.8815758677312375
125,1,0,1,0.0,1.0,-0.8440782943827995,-0.8440782943827995,0.16666666666666666,-0.14067971573046656,0.0,0.07796086560959783,0.9220391599923973,0.9220391599923973
126,1,0,1,0.0,1.0,-0.9425290116166647,-0.9425290116166647,0.16666666666666666,-0.15708816860277744,0.0,0.028735492785068387,0.9712645044017331,0.9712645044017331
132,2,0,2,0.0,1.0,-0.9953630288839437,-0.9953630288839437,0.2857142857142857,-0.2843894368239839,0.001986614572454711,0.0023184893822790435,0.9976815182662228,0.9976815182662228
141,2,2,0,1.0,0.0,0.9722747111169383,0.9722747111169383,0.2857142857142857,0.2777927746048395,0.03398575435292959,0.9861373545544426,0.013862643437504388,0.9861373545544426
145,4,3,1,0.75,0.25,0.5008374501089421,0.9979012490772224,0.4444444444444444,0.2225944222706409,0.9952027947253584,0.7504187160937246,0.24958126598478245,0.9984102721206211
150,2,2,0,1.0,0.0,0.940505292290537,0.940505292290537,0.2857142857142857,0.26871579779729626,0.08256954869909998,0.9702526082511289,0.02974731596059185,0.9702526082511289
151,3,2,1,0.6666666666666666,0.3333333333333333,0.3493662130395685,0.9820965472255776,0.375,0.13101232988983819,1.1044167268620608,0.6746831062750069,0.32531689323543844,0.9833137166543127
153,4,2,2,0.5,0.5,-0.1881003717110801,-0.3134472657353569,0.4444444444444444,-0.08360016520492448,0.9330470058499197,0.40594982503275423,0.5940501967438343,0.8932091965360535
154,3,3,0,1.0,0.0,0.9936724998984503,0.9946200570394826,0.375,0.37262718746191886,0.006569790578058901,0.9968362359419568,0.003163736043506547,0.9968362359419568
158,4,4,0,1.0,0.0,0.9878266879808082,0.9897030441743015,0.4444444444444444,0.43903408354702583,0.010871697366542404,0.993913335700786,0.006086647719977793,0.993913335700786
159,3,1,2,0.3333333333333333,0.6666666666666666,-0.18540180688249974,-0.34001398894746426,0.375,-0.0695256775809374,0.9013858972770736,0.40729909675359494,0.5927009036360946,0.853797448069153
